PC1,PC2,PC3,PC4,Tissue,age
0.9278075989140269,-0.8096216676664671,-44.69227286733568,21.247545683978014,Thyroid,60-69
2.4558073205888364,-23.353771284868447,-48.76291627846141,7.354023266040798,Thyroid,60-69
5.025702907802235,-20.402985983148387,-38.17723884428584,16.587430044066135,Thyroid,50-59
4.755231341390342,-17.82645813007315,-38.613423831996606,16.731590390079113,Thyroid,60-69
9.099174039639124,-26.418602717686372,-31.818929266268675,20.618668481788156,Thyroid,50-59
7.963624564010965,-14.92958651468955,-41.747765937628934,19.730087548778652,Thyroid,50-59
-0.31730059128978977,-17.743514326231978,-45.560652244646285,6.88112514919165,Thyroid,40-49
-4.061642024206516,-20.444150508189157,-42.336468010323415,5.77880194101344,Thyroid,50-59
5.693104059671537,-29.046677416310324,-40.11989900710117,15.803255255199284,Thyroid,50-59
6.276255535369455,-17.999527114422452,-39.18939542331233,22.320545994513655,Thyroid,60-69
7.0527138009546,-18.73648989568904,-39.42127725007999,17.22372435382282,Thyroid,60-69
10.58596883138224,-16.23995187151334,-32.5786956718427,25.22753397803472,Thyroid,50-59
-4.34276562102723,-26.23399564974012,-41.3088902416143,8.900877301298996,Thyroid,70-79
-3.8583007910444738,-29.929262124334812,-45.82554627204466,-0.0018084678049025767,Thyroid,60-69
-2.7255186740626995,-17.57888518647502,-47.36045445774609,8.823490336237635,Thyroid,60-69
8.09003809940519,-20.06280397345824,-37.845935765751584,18.838938363455995,Thyroid,70-79
-1.861708572174444,-23.74921035247502,-36.69872503881064,13.8110059983261,Thyroid,50-59
3.6452007676475393,-24.579548250119647,-42.07314366313304,6.9824637453227005,Thyroid,60-69
-11.879694710332087,-10.27162890280828,-36.2344622878438,9.930630588092328,Thyroid,60-69
3.057814902951006,-21.294804479554305,-35.71740448977633,17.413363963522304,Thyroid,60-69
-7.980109876249831,-27.703371733879855,-36.54320596740173,7.386139822255222,Thyroid,50-59
11.671468035230422,-16.68759453156971,-42.14627571371783,14.340256835300847,Thyroid,60-69
1.9666514628385414,-31.37809883609338,-32.565838591774785,13.591366311810486,Thyroid,60-69
8.063365457070264,-22.82481326508348,-41.36836014988156,15.796191640572797,Thyroid,60-69
0.18174346488686968,-27.32646272574362,-39.816260718399754,8.88833033428126,Thyroid,50-59
8.886873709119396,-13.522292810388873,-31.18574086575626,29.91293255711612,Thyroid,50-59
8.004439069854959,-16.163084851254126,-29.79533931835261,18.110386879781874,Thyroid,40-49
